	PHASE	TYPE	ORIGINAL	ACTUAL	UP	DP	position	position_UP	position_DP	phoneme	phon_prob	error
1571	Original	Novel1	me@nez	me@nAt	?	?	1	?	?	m	0.05057	1.89886
1572	Original	Novel1	me@nez	me@nAt	?	?	2	?	?	e	0.04942	1.90116
1573	Original	Novel1	me@nez	me@nAt	?	?	3	?	?	@	0.03226	1.93548
1574	Original	Novel1	me@nez	me@nAt	?	?	4	?	?	n	0.33333	1.33333
1575	Original	Novel1	me@nez	me@nAt	?	?	5	?	?	A	0.00000	2.00000
1576	Original	Novel1	me@nez	me@nAt	?	?	6	?	?	t	0.00000	1.00000
1577	Original	Novel1	mVSrum	mVSrud	?	?	1	?	?	m	0.05057	1.89886
1578	Original	Novel1	mVSrum	mVSrud	?	?	2	?	?	V	0.07150	1.85699
1579	Original	Novel1	mVSrum	mVSrud	?	?	3	?	?	S	0.03676	1.92647
1580	Original	Novel1	mVSrum	mVSrud	?	?	4	?	?	r	0.75000	0.50000
1581	Original	Novel1	mVSrum	mVSrud	?	?	5	?	?	u	1.00000	0.00000
1582	Original	Novel1	mVSrum	mVSrud	?	?	6	?	?	d	0.00000	2.00000
1583	Original	Novel1	napkIn	napkIg	?	?	1	?	?	n	0.02111	1.95778
1584	Original	Novel1	napkIn	napkIg	?	?	2	?	?	a	0.08186	1.83627
1585	Original	Novel1	napkIn	napkIg	?	?	3	?	?	p	0.12308	1.75385
1586	Original	Novel1	napkIn	napkIg	?	?	4	?	?	k	0.28571	1.42857
1587	Original	Novel1	napkIn	napkIg	?	?	5	?	?	I	1.00000	0.00000
1588	Original	Novel1	napkIn	napkIg	?	?	6	?	?	g	0.00000	2.00000
1589	Original	Novel1	Or@J@n	Or@J@v	?	?	1	?	?	O	0.00723	1.98554
1590	Original	Novel1	Or@J@n	Or@J@v	?	?	2	?	?	r	0.41328	1.17343
1591	Original	Novel1	Or@J@n	Or@J@v	?	?	3	?	?	@	0.14679	1.70642
1592	Original	Novel1	Or@J@n	Or@J@v	?	?	4	?	?	J	0.13333	1.73333
1593	Original	Novel1	Or@J@n	Or@J@v	?	?	5	?	?	@	1.00000	0.00000
1594	Original	Novel1	Or@J@n	Or@J@v	?	?	6	?	?	v	0.00000	2.00000
1595	Original	Novel1	p@got@	p@got@ks	?	?	1	?	?	p	0.07466	1.85068
1596	Original	Novel1	p@got@	p@got@ks	?	?	2	?	?	@	0.03348	1.93305
1597	Original	Novel1	p@got@	p@got@ks	?	?	3	?	?	g	0.02128	1.95745
1598	Original	Novel1	p@got@	p@got@ks	?	?	4	?	?	o	1.00000	0.00000
1599	Original	Novel1	p@got@	p@got@ks	?	?	5	?	?	t	1.00000	0.00000
1600	Original	Novel1	p@got@	p@got@ks	?	?	6	?	?	@	1.00000	0.00000
1601	Original	Novel1	p@got@	p@got@ks	?	?	7	?	?	k	0.00000	2.00000
1602	Original	Novel1	p@got@	p@got@ks	?	?	8	?	?	s	0.00000	1.00000
1603	Original	Novel1	pArsli	pArslim	?	?	1	?	?	p	0.07466	1.85068
1604	Original	Novel1	pArsli	pArslim	?	?	2	?	?	A	0.08120	1.83761
1605	Original	Novel1	pArsli	pArslim	?	?	3	?	?	r	0.32599	1.34802
1606	Original	Novel1	pArsli	pArslim	?	?	4	?	?	s	0.13699	1.72603
1607	Original	Novel1	pArsli	pArslim	?	?	5	?	?	l	0.10000	1.80000
1608	Original	Novel1	pArsli	pArslim	?	?	6	?	?	i	1.00000	0.00000
1609	Original	Novel1	pArsli	pArslim	?	?	7	?	?	m	0.00000	1.00000
1610	Original	Novel1	pElvIs	pElvIv	?	?	1	?	?	p	0.07466	1.85068
1611	Original	Novel1	pElvIs	pElvIv	?	?	2	?	?	E	0.05627	1.88746
1612	Original	Novel1	pElvIs	pElvIv	?	?	3	?	?	l	0.05063	1.89873
1613	Original	Novel1	pElvIs	pElvIv	?	?	4	?	?	v	0.25000	1.50000
1614	Original	Novel1	pElvIs	pElvIv	?	?	5	?	?	I	1.00000	0.00000
1615	Original	Novel1	pElvIs	pElvIv	?	?	6	?	?	v	0.00000	2.00000
1616	Original	Novel1	pIknIk	pIknIn	?	?	1	?	?	p	0.07466	1.85068
1617	Original	Novel1	pIknIk	pIknIn	?	?	2	?	?	I	0.06838	1.86325
1618	Original	Novel1	pIknIk	pIknIn	?	?	3	?	?	k	0.21354	1.57292
1619	Original	Novel1	pIknIk	pIknIn	?	?	4	?	?	n	0.10000	1.80000
1620	Original	Novel1	pIknIk	pIknIn	?	?	5	?	?	I	1.00000	0.00000
1621	Original	Novel1	pIknIk	pIknIn	?	?	6	?	?	n	0.00000	2.00000
1622	Original	Novel1	p@teto	p@tetUk	?	?	1	?	?	p	0.07466	1.85068
1623	Original	Novel1	p@teto	p@tetUk	?	?	2	?	?	@	0.03348	1.93305
1624	Original	Novel1	p@teto	p@tetUk	?	?	3	?	?	t	0.31915	1.36170
1625	Original	Novel1	p@teto	p@tetUk	?	?	4	?	?	e	0.06667	1.86667
1626	Original	Novel1	p@teto	p@tetUk	?	?	5	?	?	t	1.00000	0.00000
1627	Original	Novel1	p@teto	p@tetUk	?	?	6	?	?	U	0.00000	2.00000
1628	Original	Novel1	p@teto	p@tetUk	?	?	7	?	?	k	0.00000	1.00000
1629	Original	Novel1	prof!l	prof!J	?	?	1	?	?	p	0.07466	1.85068
1630	Original	Novel1	prof!l	prof!J	?	?	2	?	?	r	0.27457	1.45085
1631	Original	Novel1	prof!l	prof!J	?	?	3	?	?	o	0.08949	1.82101
1632	Original	Novel1	prof!l	prof!J	?	?	4	?	?	f	0.04412	1.91176
1633	Original	Novel1	prof!l	prof!J	?	?	5	?	?	!	0.66667	0.66667
1634	Original	Novel1	prof!l	prof!J	?	?	6	?	?	J	0.00000	2.00000
1635	Original	Novel1	pUlpIt	pUlpIm	?	?	1	?	?	p	0.07466	1.85068
1636	Original	Novel1	pUlpIt	pUlpIm	?	?	2	?	?	U	0.01282	1.97436
1637	Original	Novel1	pUlpIt	pUlpIm	?	?	3	?	?	l	0.30556	1.38889
1638	Original	Novel1	pUlpIt	pUlpIm	?	?	4	?	?	p	0.20000	1.60000
1639	Original	Novel1	pUlpIt	pUlpIm	?	?	5	?	?	I	1.00000	0.00000
1640	Original	Novel1	pUlpIt	pUlpIm	?	?	6	?	?	m	0.00000	2.00000
1641	Original	Novel1	rEskju	rEskjo	?	?	1	?	?	r	0.05964	1.88072
1642	Original	Novel1	rEskju	rEskjo	?	?	2	?	?	E	0.14222	1.71556
1643	Original	Novel1	rEskju	rEskjo	?	?	3	?	?	s	0.10658	1.78683
1644	Original	Novel1	rEskju	rEskjo	?	?	4	?	?	k	0.11765	1.76471
1645	Original	Novel1	rEskju	rEskjo	?	?	5	?	?	j	1.00000	0.00000
1646	Original	Novel1	rEskju	rEskjo	?	?	6	?	?	o	0.00000	2.00000
1647	Original	Novel1	rEv@nu	rEv@nol	?	?	1	?	?	r	0.05964	1.88072
1648	Original	Novel1	rEv@nu	rEv@nol	?	?	2	?	?	E	0.14222	1.71556
1649	Original	Novel1	rEv@nu	rEv@nol	?	?	3	?	?	v	0.08777	1.82445
1650	Original	Novel1	rEv@nu	rEv@nol	?	?	4	?	?	@	0.33333	1.33333
1651	Original	Novel1	rEv@nu	rEv@nol	?	?	5	?	?	n	0.33333	1.33333
1652	Original	Novel1	rEv@nu	rEv@nol	?	?	6	?	?	o	0.00000	2.00000
1653	Original	Novel1	rEv@nu	rEv@nol	?	?	7	?	?	l	0.00000	1.00000
1654	Original	Novel1	skafLd	skafost	?	?	1	?	?	s	0.11388	1.77224
1655	Original	Novel1	skafLd	skafost	?	?	2	?	?	k	0.10740	1.78520
1656	Original	Novel1	skafLd	skafost	?	?	3	?	?	a	0.10652	1.78696
1657	Original	Novel1	skafLd	skafost	?	?	4	?	?	f	0.06122	1.87755
1658	Original	Novel1	skafLd	skafost	?	?	5	?	?	o	0.00000	2.00000
1659	Original	Novel1	skafLd	skafost	?	?	6	?	?	s	0.00000	1.00000
1660	Original	Novel1	skafLd	skafost	?	?	7	?	?	t	0.00000	1.00000
1661	Original	Novel1	sEs@mi	sEs@mo	?	?	1	?	?	s	0.11388	1.77224
1662	Original	Novel1	sEs@mi	sEs@mo	?	?	2	?	?	E	0.06397	1.87205
1663	Original	Novel1	sEs@mi	sEs@mo	?	?	3	?	?	s	0.01460	1.97080
1664	Original	Novel1	sEs@mi	sEs@mo	?	?	4	?	?	@	0.25000	1.50000
1665	Original	Novel1	sEs@mi	sEs@mo	?	?	5	?	?	m	1.00000	0.00000
1666	Original	Novel1	sEs@mi	sEs@mo	?	?	6	?	?	o	0.00000	2.00000
1667	Original	Novel1	SrapnL	Srapno	?	?	1	?	?	S	0.01260	1.97479
1668	Original	Novel1	SrapnL	Srapno	?	?	2	?	?	r	0.08017	1.83966
1669	Original	Novel1	SrapnL	Srapno	?	?	3	?	?	a	0.05263	1.89474
1670	Original	Novel1	SrapnL	Srapno	?	?	4	?	?	p	0.50000	1.00000
1671	Original	Novel1	SrapnL	Srapno	?	?	5	?	?	n	1.00000	0.00000
1672	Original	Novel1	SrapnL	Srapno	?	?	6	?	?	o	0.00000	2.00000
1673	Original	Novel1	sIluEt	sIluEb	?	?	1	?	?	s	0.11388	1.77224
1674	Original	Novel1	sIluEt	sIluEb	?	?	2	?	?	I	0.08452	1.83096
1675	Original	Novel1	sIluEt	sIluEb	?	?	3	?	?	l	0.09116	1.81768
1676	Original	Novel1	sIluEt	sIluEb	?	?	4	?	?	u	0.09375	1.81250
1677	Original	Novel1	sIluEt	sIluEb	?	?	5	?	?	E	1.00000	0.00000
1678	Original	Novel1	sIluEt	sIluEb	?	?	6	?	?	b	0.00000	2.00000
1679	Original	Novel1	slEnt#	slEnt#n	?	?	1	?	?	s	0.11388	1.77224
1680	Original	Novel1	slEnt#	slEnt#n	?	?	2	?	?	l	0.04740	1.90521
1681	Original	Novel1	slEnt#	slEnt#n	?	?	3	?	?	E	0.03448	1.93103
1682	Original	Novel1	slEnt#	slEnt#n	?	?	4	?	?	n	0.28571	1.42857
1683	Original	Novel1	slEnt#	slEnt#n	?	?	5	?	?	t	1.00000	0.00000
1684	Original	Novel1	slEnt#	slEnt#n	?	?	6	?	?	#	1.00000	0.00000
1685	Original	Novel1	slEnt#	slEnt#n	?	?	7	?	?	n	0.00000	2.00000
1686	Original	Novel1	slog@n	slog@t	?	?	1	?	?	s	0.11388	1.77224
1687	Original	Novel1	slog@n	slog@t	?	?	2	?	?	l	0.04740	1.90521
1688	Original	Novel1	slog@n	slog@t	?	?	3	?	?	o	0.08374	1.83251
1689	Original	Novel1	slog@n	slog@t	?	?	4	?	?	g	0.13333	1.73333
1690	Original	Novel1	slog@n	slog@t	?	?	5	?	?	@	1.00000	0.00000
1691	Original	Novel1	slog@n	slog@t	?	?	6	?	?	t	0.00000	2.00000
1692	Original	Novel1	s@nAt@	s@nAt@m	?	?	1	?	?	s	0.11388	1.77224
1693	Original	Novel1	s@nAt@	s@nAt@m	?	?	2	?	?	@	0.05393	1.89213
1694	Original	Novel1	s@nAt@	s@nAt@m	?	?	3	?	?	n	0.03030	1.93939
1695	Original	Novel1	s@nAt@	s@nAt@m	?	?	4	?	?	A	0.28571	1.42857
1696	Original	Novel1	s@nAt@	s@nAt@m	?	?	5	?	?	t	1.00000	0.00000
1697	Original	Novel1	s@nAt@	s@nAt@m	?	?	6	?	?	@	1.00000	0.00000
1698	Original	Novel1	s@nAt@	s@nAt@m	?	?	7	?	?	m	0.00000	2.00000
1699	Original	Novel1	sAvr@n	sAvrUt	?	?	1	?	?	s	0.11388	1.77224
1700	Original	Novel1	sAvr@n	sAvrUt	?	?	2	?	?	A	0.01961	1.96078
1701	Original	Novel1	sAvr@n	sAvrUt	?	?	3	?	?	v	0.03571	1.92857
1702	Original	Novel1	sAvr@n	sAvrUt	?	?	4	?	?	r	1.00000	0.00000
1703	Original	Novel1	sAvr@n	sAvrUt	?	?	5	?	?	U	0.00000	2.00000
1704	Original	Novel1	sAvr@n	sAvrUt	?	?	6	?	?	t	0.00000	1.00000
1705	Original	Novel1	tArg@t	tArgIl	?	?	1	?	?	t	0.04395	1.91210
1706	Original	Novel1	tArg@t	tArgIl	?	?	2	?	?	A	0.05203	1.89595
1707	Original	Novel1	tArg@t	tArgIl	?	?	3	?	?	r	0.22093	1.55814
1708	Original	Novel1	tArg@t	tArgIl	?	?	4	?	?	g	0.11111	1.77778
1709	Original	Novel1	tArg@t	tArgIl	?	?	5	?	?	I	0.00000	2.00000
1710	Original	Novel1	tArg@t	tArgIl	?	?	6	?	?	l	0.00000	1.00000
1711	Original	Novel1	TOraks	TOrant	?	?	1	?	?	T	0.00651	1.98697
1712	Original	Novel1	TOraks	TOrant	?	?	2	?	?	O	0.06122	1.87755
1713	Original	Novel1	TOraks	TOrant	?	?	3	?	?	r	0.42857	1.14286
1714	Original	Novel1	TOraks	TOrant	?	?	4	?	?	a	0.20000	1.60000
1715	Original	Novel1	TOraks	TOrant	?	?	5	?	?	n	0.00000	2.00000
1716	Original	Novel1	TOraks	TOrant	?	?	6	?	?	t	0.00000	1.00000
1717	Original	Novel1	t#kwYz	t#kwYl	?	?	1	?	?	t	0.04395	1.91210
1718	Original	Novel1	t#kwYz	t#kwYl	?	?	2	?	?	#	0.04416	1.91168
1719	Original	Novel1	t#kwYz	t#kwYl	?	?	3	?	?	k	0.08219	1.83562
1720	Original	Novel1	t#kwYz	t#kwYl	?	?	4	?	?	w	0.20000	1.60000
1721	Original	Novel1	t#kwYz	t#kwYl	?	?	5	?	?	Y	1.00000	0.00000
1722	Original	Novel1	t#kwYz	t#kwYl	?	?	6	?	?	l	0.00000	2.00000
1723	Original	Novel1	vaksin	vaksik	?	?	1	?	?	v	0.01489	1.97022
1724	Original	Novel1	vaksin	vaksik	?	?	2	?	?	a	0.11250	1.77500
1725	Original	Novel1	vaksin	vaksik	?	?	3	?	?	k	0.14286	1.71429
1726	Original	Novel1	vaksin	vaksik	?	?	4	?	?	s	0.44444	1.11111
1727	Original	Novel1	vaksin	vaksik	?	?	5	?	?	i	0.25000	1.50000
1728	Original	Novel1	vaksin	vaksik	?	?	6	?	?	k	0.00000	2.00000
1729	Original	Novel1	@JEnt@	@JEnto	?	?	1	?	?	@	0.02898	1.94204
1730	Original	Novel1	@JEnt@	@JEnto	?	?	2	?	?	J	0.02385	1.95229
1731	Original	Novel1	@JEnt@	@JEnto	?	?	3	?	?	E	0.03846	1.92308
1732	Original	Novel1	@JEnt@	@JEnto	?	?	4	?	?	n	1.00000	0.00000
1733	Original	Novel1	@JEnt@	@JEnto	?	?	5	?	?	t	1.00000	0.00000
1734	Original	Novel1	@JEnt@	@JEnto	?	?	6	?	?	o	0.00000	2.00000
1735	Original	Novel1	alb!no	alb!n!b	?	?	1	?	?	a	0.02130	1.95740
1736	Original	Novel1	alb!no	alb!n!b	?	?	2	?	?	l	0.12360	1.75281
1737	Original	Novel1	alb!no	alb!n!b	?	?	3	?	?	b	0.10204	1.79592
1738	Original	Novel1	alb!no	alb!n!b	?	?	4	?	?	!	0.10000	1.80000
1739	Original	Novel1	alb!no	alb!n!b	?	?	5	?	?	n	1.00000	0.00000
1740	Original	Novel1	alb!no	alb!n!b	?	?	6	?	?	!	0.00000	2.00000
1741	Original	Novel1	alb!no	alb!n!b	?	?	7	?	?	b	0.00000	1.00000
1742	Original	Novel1	antEn@	antEn@kt	?	?	1	?	?	a	0.02130	1.95740
1743	Original	Novel1	antEn@	antEn@kt	?	?	2	?	?	n	0.21099	1.57803
1744	Original	Novel1	antEn@	antEn@kt	?	?	3	?	?	t	0.45181	1.09639
1745	Original	Novel1	antEn@	antEn@kt	?	?	4	?	?	E	0.04110	1.91781
1746	Original	Novel1	antEn@	antEn@kt	?	?	5	?	?	n	1.00000	0.00000
1747	Original	Novel1	antEn@	antEn@kt	?	?	6	?	?	@	0.66667	0.66667
1748	Original	Novel1	antEn@	antEn@kt	?	?	7	?	?	k	0.00000	2.00000
1749	Original	Novel1	antEn@	antEn@kt	?	?	8	?	?	t	0.00000	1.00000
1750	Original	Novel1	baC@l#	baC@l@k	?	?	1	?	?	b	0.05860	1.88280
1751	Original	Novel1	baC@l#	baC@l@k	?	?	2	?	?	a	0.10526	1.78947
1752	Original	Novel1	baC@l#	baC@l@k	?	?	3	?	?	C	0.01293	1.97414
1753	Original	Novel1	baC@l#	baC@l@k	?	?	4	?	?	@	1.00000	0.00000
1754	Original	Novel1	baC@l#	baC@l@k	?	?	5	?	?	l	1.00000	0.00000
1755	Original	Novel1	baC@l#	baC@l@k	?	?	6	?	?	@	0.00000	2.00000
1756	Original	Novel1	baC@l#	baC@l@k	?	?	7	?	?	k	0.00000	1.00000
1757	Original	Novel1	bArg@n	bArg@p	?	?	1	?	?	b	0.05860	1.88280
1758	Original	Novel1	bArg@n	bArg@p	?	?	2	?	?	A	0.06942	1.86116
1759	Original	Novel1	bArg@n	bArg@p	?	?	3	?	?	r	0.32895	1.34211
1760	Original	Novel1	bArg@n	bArg@p	?	?	4	?	?	g	0.06122	1.87755
1761	Original	Novel1	bArg@n	bArg@p	?	?	5	?	?	@	1.00000	0.00000
1762	Original	Novel1	bArg@n	bArg@p	?	?	6	?	?	p	0.00000	2.00000
1763	Original	Novel1	be@n@t	be@nAl	?	?	1	?	?	b	0.05860	1.88280
1764	Original	Novel1	be@n@t	be@nAl	?	?	2	?	?	e	0.02813	1.94374
1765	Original	Novel1	be@n@t	be@nAl	?	?	3	?	?	@	0.04918	1.90164
1766	Original	Novel1	be@n@t	be@nAl	?	?	4	?	?	n	0.66667	0.66667
1767	Original	Novel1	be@n@t	be@nAl	?	?	5	?	?	A	0.00000	2.00000
1768	Original	Novel1	be@n@t	be@nAl	?	?	6	?	?	l	0.00000	1.00000
1769	Original	Novel1	bIkini	bIkinEf	?	?	1	?	?	b	0.05860	1.88280
1770	Original	Novel1	bIkini	bIkinEf	?	?	2	?	?	I	0.10027	1.79946
1771	Original	Novel1	bIkini	bIkinEf	?	?	3	?	?	k	0.05882	1.88235
1772	Original	Novel1	bIkini	bIkinEf	?	?	4	?	?	i	0.15385	1.69231
1773	Original	Novel1	bIkini	bIkinEf	?	?	5	?	?	n	1.00000	0.00000
1774	Original	Novel1	bIkini	bIkinEf	?	?	6	?	?	E	0.00000	2.00000
1775	Original	Novel1	bIkini	bIkinEf	?	?	7	?	?	f	0.00000	1.00000
1776	Original	Novel1	brambL	bramb!	?	?	1	?	?	b	0.05860	1.88280
1777	Original	Novel1	brambL	bramb!	?	?	2	?	?	r	0.15880	1.68240
1778	Original	Novel1	brambL	bramb!	?	?	3	?	?	a	0.09714	1.80571
1779	Original	Novel1	brambL	bramb!	?	?	4	?	?	m	0.05882	1.88235
1780	Original	Novel1	brambL	bramb!	?	?	5	?	?	b	1.00000	0.00000
1781	Original	Novel1	brambL	bramb!	?	?	6	?	?	!	0.00000	2.00000
1782	Original	Novel1	bVf@lo	bVf@lol	?	?	1	?	?	b	0.05860	1.88280
1783	Original	Novel1	bVf@lo	bVf@lol	?	?	2	?	?	V	0.06897	1.86207
1784	Original	Novel1	bVf@lo	bVf@lol	?	?	3	?	?	f	0.05263	1.89474
1785	Original	Novel1	bVf@lo	bVf@lol	?	?	4	?	?	@	0.57143	0.85714
1786	Original	Novel1	bVf@lo	bVf@lol	?	?	5	?	?	l	0.50000	1.00000
1787	Original	Novel1	bVf@lo	bVf@lol	?	?	6	?	?	o	1.00000	0.00000
1788	Original	Novel1	bVf@lo	bVf@lol	?	?	7	?	?	l	0.00000	2.00000
1789	Original	Novel1	kab#re	kab#rnt	?	?	1	?	?	k	0.09003	1.81994
1790	Original	Novel1	kab#re	kab#rnt	?	?	2	?	?	a	0.11459	1.77082
1791	Original	Novel1	kab#re	kab#rnt	?	?	3	?	?	b	0.02835	1.94330
1792	Original	Novel1	kab#re	kab#rnt	?	?	4	?	?	#	0.10000	1.80000
1793	Original	Novel1	kab#re	kab#rnt	?	?	5	?	?	r	1.00000	0.00000
1794	Original	Novel1	kab#re	kab#rnt	?	?	6	?	?	n	0.00000	2.00000
1795	Original	Novel1	kab#re	kab#rnt	?	?	7	?	?	t	0.00000	1.00000
1796	Original	Novel1	kanj@n	kanj@v	?	?	1	?	?	k	0.09003	1.81994
1797	Original	Novel1	kanj@n	kanj@v	?	?	2	?	?	a	0.11459	1.77082
1798	Original	Novel1	kanj@n	kanj@v	?	?	3	?	?	n	0.18041	1.63918
1799	Original	Novel1	kanj@n	kanj@v	?	?	4	?	?	j	0.04412	1.91176
1800	Original	Novel1	kanj@n	kanj@v	?	?	5	?	?	@	1.00000	0.00000
1801	Original	Novel1	kanj@n	kanj@v	?	?	6	?	?	v	0.00000	2.00000
1802	Original	Novel1	k@sino	k@sinAp	?	?	1	?	?	k	0.09003	1.81994
1803	Original	Novel1	k@sino	k@sinAp	?	?	2	?	?	@	0.20378	1.59244
1804	Original	Novel1	k@sino	k@sinAp	?	?	3	?	?	s	0.00290	1.99420
1805	Original	Novel1	k@sino	k@sinAp	?	?	4	?	?	i	0.50000	1.00000
1806	Original	Novel1	k@sino	k@sinAp	?	?	5	?	?	n	1.00000	0.00000
1807	Original	Novel1	k@sino	k@sinAp	?	?	6	?	?	A	0.00000	2.00000
1808	Original	Novel1	k@sino	k@sinAp	?	?	7	?	?	p	0.00000	1.00000
1809	Original	Novel1	COkl@t	COkl@g	?	?	1	?	?	C	0.00904	1.98192
1810	Original	Novel1	COkl@t	COkl@g	?	?	2	?	?	O	0.02941	1.94118
1811	Original	Novel1	COkl@t	COkl@g	?	?	3	?	?	k	0.40000	1.20000
1812	Original	Novel1	COkl@t	COkl@g	?	?	4	?	?	l	0.33333	1.33333
1813	Original	Novel1	COkl@t	COkl@g	?	?	5	?	?	@	1.00000	0.00000
1814	Original	Novel1	COkl@t	COkl@g	?	?	6	?	?	g	0.00000	2.00000
1815	Original	Novel1	kobOlt	kobOlk	?	?	1	?	?	k	0.09003	1.81994
1816	Original	Novel1	kobOlt	kobOlk	?	?	2	?	?	o	0.04725	1.90549
1817	Original	Novel1	kobOlt	kobOlk	?	?	3	?	?	b	0.01250	1.97500
1818	Original	Novel1	kobOlt	kobOlk	?	?	4	?	?	O	0.50000	1.00000
1819	Original	Novel1	kobOlt	kobOlk	?	?	5	?	?	l	1.00000	0.00000
1820	Original	Novel1	kobOlt	kobOlk	?	?	6	?	?	k	0.00000	2.00000
1821	Original	Novel1	kAstum	kAstut	?	?	1	?	?	k	0.09003	1.81994
1822	Original	Novel1	kAstum	kAstut	?	?	2	?	?	A	0.14914	1.70171
1823	Original	Novel1	kAstum	kAstut	?	?	3	?	?	s	0.00792	1.98416
1824	Original	Novel1	kAstum	kAstut	?	?	4	?	?	t	1.00000	0.00000
1825	Original	Novel1	kAstum	kAstut	?	?	5	?	?	u	1.00000	0.00000
1826	Original	Novel1	kAstum	kAstut	?	?	6	?	?	t	0.00000	2.00000
1827	Original	Novel1	kuskus	kuskEt	?	?	1	?	?	k	0.09003	1.81994
1828	Original	Novel1	kuskus	kuskEt	?	?	2	?	?	u	0.00827	1.98346
1829	Original	Novel1	kuskus	kuskEt	?	?	3	?	?	s	0.03846	1.92308
1830	Original	Novel1	kuskus	kuskEt	?	?	4	?	?	k	1.00000	0.00000
1831	Original	Novel1	kuskus	kuskEt	?	?	5	?	?	E	0.00000	2.00000
1832	Original	Novel1	kuskus	kuskEt	?	?	6	?	?	t	0.00000	1.00000
1833	Original	Novel1	kr@vas	kr@vaf	?	?	1	?	?	k	0.09003	1.81994
1834	Original	Novel1	kr@vas	kr@vaf	?	?	2	?	?	r	0.11400	1.77200
1835	Original	Novel1	kr@vas	kr@vaf	?	?	3	?	?	@	0.01813	1.96373
1836	Original	Novel1	kr@vas	kr@vaf	?	?	4	?	?	v	0.28571	1.42857
1837	Original	Novel1	kr@vas	kr@vaf	?	?	5	?	?	a	1.00000	0.00000
1838	Original	Novel1	kr@vas	kr@vaf	?	?	6	?	?	f	0.00000	2.00000
1839	Original	Novel1	dAlfIn	dAlfIs	?	?	1	?	?	d	0.06169	1.87663
1840	Original	Novel1	dAlfIn	dAlfIs	?	?	2	?	?	A	0.04181	1.91638
1841	Original	Novel1	dAlfIn	dAlfIs	?	?	3	?	?	l	0.12371	1.75258
1842	Original	Novel1	dAlfIn	dAlfIs	?	?	4	?	?	f	0.18182	1.63636
1843	Original	Novel1	dAlfIn	dAlfIs	?	?	5	?	?	I	1.00000	0.00000
1844	Original	Novel1	dAlfIn	dAlfIs	?	?	6	?	?	s	0.00000	2.00000
1845	Original	Novel1	dVnJ@n	dVnJ@k	?	?	1	?	?	d	0.06169	1.87663
1846	Original	Novel1	dVnJ@n	dVnJ@k	?	?	2	?	?	V	0.03448	1.93103
1847	Original	Novel1	dVnJ@n	dVnJ@k	?	?	3	?	?	n	0.06250	1.87500
1848	Original	Novel1	dVnJ@n	dVnJ@k	?	?	4	?	?	J	0.33333	1.33333
1849	Original	Novel1	dVnJ@n	dVnJ@k	?	?	5	?	?	@	1.00000	0.00000
1850	Original	Novel1	dVnJ@n	dVnJ@k	?	?	6	?	?	k	0.00000	2.00000
1851	Original	Novel1	fanfEr	fanfErn	?	?	1	?	?	f	0.04767	1.90465
1852	Original	Novel1	fanfEr	fanfErn	?	?	2	?	?	a	0.05633	1.88734
1853	Original	Novel1	fanfEr	fanfErn	?	?	3	?	?	n	0.19802	1.60396
1854	Original	Novel1	fanfEr	fanfErn	?	?	4	?	?	f	0.05263	1.89474
1855	Original	Novel1	fanfEr	fanfErn	?	?	5	?	?	E	1.00000	0.00000
1856	Original	Novel1	fanfEr	fanfErn	?	?	6	?	?	r	1.00000	0.00000
1857	Original	Novel1	fanfEr	fanfErn	?	?	7	?	?	n	0.00000	1.00000
1858	Original	Novel1	fiasko	fiaskov	?	?	1	?	?	f	0.04767	1.90465
1859	Original	Novel1	fiasko	fiaskov	?	?	2	?	?	i	0.03793	1.92415
1860	Original	Novel1	fiasko	fiaskov	?	?	3	?	?	a	0.01493	1.97015
1861	Original	Novel1	fiasko	fiaskov	?	?	4	?	?	s	1.00000	0.00000
1862	Original	Novel1	fiasko	fiaskov	?	?	5	?	?	k	1.00000	0.00000
1863	Original	Novel1	fiasko	fiaskov	?	?	6	?	?	o	1.00000	0.00000
1864	Original	Novel1	fiasko	fiaskov	?	?	7	?	?	v	0.00000	1.00000
1865	Original	Novel1	fiEst@	fiEst@v	?	?	1	?	?	f	0.04767	1.90465
1866	Original	Novel1	fiEst@	fiEst@v	?	?	2	?	?	i	0.03793	1.92415
1867	Original	Novel1	fiEst@	fiEst@v	?	?	3	?	?	E	0.01493	1.97015
1868	Original	Novel1	fiEst@	fiEst@v	?	?	4	?	?	s	1.00000	0.00000
1869	Original	Novel1	fiEst@	fiEst@v	?	?	5	?	?	t	1.00000	0.00000
1870	Original	Novel1	fiEst@	fiEst@v	?	?	6	?	?	@	1.00000	0.00000
1871	Original	Novel1	fiEst@	fiEst@v	?	?	7	?	?	v	0.00000	1.00000
1872	Original	Novel1	flImzi	flImzArk	?	?	1	?	?	f	0.04767	1.90465
1873	Original	Novel1	flImzi	flImzArk	?	?	2	?	?	l	0.16174	1.67652
1874	Original	Novel1	flImzi	flImzArk	?	?	3	?	?	I	0.08276	1.83448
1875	Original	Novel1	flImzi	flImzArk	?	?	4	?	?	m	0.04167	1.91667
1876	Original	Novel1	flImzi	flImzArk	?	?	5	?	?	z	1.00000	0.00000
1877	Original	Novel1	flImzi	flImzArk	?	?	6	?	?	A	0.00000	2.00000
1878	Original	Novel1	flImzi	flImzArk	?	?	7	?	?	r	0.00000	1.00000
1879	Original	Novel1	flImzi	flImzArk	?	?	8	?	?	k	0.00000	1.00000
