Cycle	PhoneInhib	PhoneSum	PhoneSumPos	LexInhib	LexSum	LexSumPos	PWsum	WPsum	Item	Phase	Form	Critical	Set
54	19.392395	-59.641744	8.417077	378.903213	-612.562537	3.140752	51.587420	0.295507	WORD	POST	sikr^t	^	A
55	19.527618	-60.319923	8.470716	390.309696	-625.292279	3.115303	51.413952	0.285592	WORD	POST	sikr^t	^	A
56	19.652061	-61.010850	8.496621	401.442716	-637.739628	3.215208	51.343151	0.283072	WORD	POST	sikr^t	^	A
57	19.712162	-61.687505	8.517019	412.118490	-649.890574	3.352543	51.174280	0.295054	WORD	POST	sikr^t	^	A
58	19.759483	-62.345423	8.546830	421.156007	-661.610911	3.465062	51.006838	0.312203	WORD	POST	sikr^t	^	A
59	19.828645	-62.990628	8.558977	428.584003	-672.771002	3.546215	50.912660	0.325816	WORD	POST	sikr^t	^	A
60	19.856825	-63.616073	8.561274	434.579251	-683.290697	3.596310	50.759308	0.335182	WORD	POST	sikr^t	^	A
61	19.862156	-64.218299	8.549970	439.220296	-693.098329	3.618631	50.552285	0.340446	WORD	POST	sikr^t	^	A
62	19.835929	-64.794378	8.527033	442.609897	-702.140135	3.617383	50.297575	0.342090	WORD	POST	sikr^t	^	A
63	19.782716	-65.342605	8.494178	444.867804	-710.386067	3.599073	50.000903	0.340720	WORD	POST	sikr^t	^	A
64	19.706493	-65.862007	8.452877	446.118701	-717.830003	3.570334	49.667705	0.337045	WORD	POST	sikr^t	^	A
65	19.610674	-66.352422	8.408628	446.464526	-724.483853	3.537080	49.302693	0.331723	WORD	POST	sikr^t	^	A
66	19.508016	-66.814995	8.362579	446.004900	-730.372898	3.497381	48.935462	0.325627	WORD	POST	sikr^t	^	A
67	19.401183	-67.251018	8.316657	444.816257	-735.535121	3.450258	48.568939	0.318785	WORD	POST	sikr^t	^	A
68	19.294645	-67.662891	8.273315	443.018746	-740.016323	3.396912	48.216266	0.311158	WORD	POST	sikr^t	^	A
69	19.194090	-68.053559	8.225309	440.695257	-743.866328	3.337413	47.873327	0.302841	WORD	POST	sikr^t	^	A
70	19.082715	-68.423678	8.171543	437.908137	-747.138164	3.271707	47.501462	0.293839	WORD	POST	sikr^t	^	A
71	18.957980	-68.773607	8.112614	434.726132	-749.882697	3.200740	47.096066	0.284146	WORD	POST	sikr^t	^	A
72	18.821264	-69.103671	8.049221	431.338261	-752.160957	3.125571	46.660276	0.273905	WORD	POST	sikr^t	^	A
73	18.674192	-69.414464	7.981907	427.929101	-754.042738	3.046230	46.197797	0.263227	WORD	POST	sikr^t	^	A
74	18.518025	-69.706555	7.911293	424.652598	-755.601210	2.967661	45.711482	0.252118	WORD	POST	sikr^t	^	A
75	18.354198	-69.980073	7.837905	421.636060	-756.909834	2.899786	45.205583	0.241405	WORD	POST	sikr^t	^	A
76	18.183940	-70.234666	7.762130	418.958484	-758.035784	2.849214	44.683651	0.232392	WORD	POST	sikr^t	^	A
77	18.008140	-70.470702	7.684502	416.653751	-759.037408	2.801185	44.147989	0.224897	WORD	POST	sikr^t	^	A
78	17.828043	-70.689262	7.605290	414.739794	-759.965484	2.755761	43.601755	0.217476	WORD	POST	sikr^t	^	A
79	17.644271	-70.891316	7.524761	413.231145	-760.865175	2.717650	43.046426	0.210208	WORD	POST	sikr^t	^	A
80	17.457446	-71.076769	7.443195	412.110860	-761.772982	2.684921	42.483468	0.204450	WORD	POST	sikr^t	^	A
81	17.268211	-71.246059	7.360911	411.333765	-762.714521	2.661449	41.914817	0.199539	WORD	POST	sikr^t	^	A
82	17.077313	-71.399735	7.278293	410.839805	-763.705059	2.640922	41.342942	0.195581	WORD	POST	sikr^t	^	A
83	16.885640	-71.538699	7.195511	410.560610	-764.750321	2.620276	40.770977	0.191882	WORD	POST	sikr^t	^	A
84	16.693585	-71.663809	7.112736	410.432924	-765.849180	2.603053	40.199944	0.188304	WORD	POST	sikr^t	^	A
85	16.501547	-71.775761	7.030226	410.391434	-766.994302	2.599415	39.631002	0.185059	WORD	POST	sikr^t	^	A
86	16.310124	-71.874591	6.948816	410.255432	-768.161964	2.598242	39.066219	0.184324	WORD	POST	sikr^t	^	A
87	16.121252	-71.961104	6.868676	409.775214	-769.307508	2.596208	38.512144	0.184163	WORD	POST	sikr^t	^	A
88	15.935328	-72.036260	6.789774	409.016357	-770.399211	2.593095	37.970022	0.183944	WORD	POST	sikr^t	^	A
89	15.752276	-72.100938	6.715337	408.038441	-771.415916	2.589027	37.439452	0.183670	WORD	POST	sikr^t	^	A
90	15.579582	-72.156620	6.646563	406.886979	-772.342256	2.586502	36.938926	0.183351	WORD	POST	sikr^t	^	A
91	15.420026	-72.204916	6.578467	405.616314	-773.169696	2.583378	36.475251	0.183065	WORD	POST	sikr^t	^	A
92	15.262043	-72.246168	6.511181	404.275688	-773.898372	2.579568	36.019625	0.182758	WORD	POST	sikr^t	^	A
93	15.105939	-72.280840	6.445347	402.874919	-774.529371	2.575132	35.572031	0.182429	WORD	POST	sikr^t	^	A
94	14.953206	-72.309503	6.387443	401.422666	-775.064128	2.570127	35.136536	0.182080	WORD	POST	sikr^t	^	A
95	14.818867	-72.334134	6.335620	399.929942	-775.500665	2.564649	34.755448	0.181714	WORD	POST	sikr^t	^	A
96	14.698638	-72.356161	6.292793	398.445582	-775.843948	2.558767	34.411123	0.181341	WORD	POST	sikr^t	^	A
97	14.599279	-72.377943	6.251794	396.997574	-776.099179	2.552672	34.125886	0.180966	WORD	POST	sikr^t	^	A
98	14.504162	-72.399828	6.210107	395.617561	-776.278509	2.546397	33.856410	0.180600	WORD	POST	sikr^t	^	A
99	14.407448	-72.421493	6.167835	394.295071	-776.393328	2.539931	33.583503	0.180239	WORD	POST	sikr^t	^	A
100	14.309376	-72.442662	6.125066	393.008852	-776.451487	2.533268	33.307912	0.179882	WORD	POST	sikr^t	^	A
101	14.210152	-72.463098	6.081879	391.743305	-776.458383	2.526406	33.030291	0.179524	WORD	POST	sikr^t	^	A
102	14.109959	-72.482595	6.038348	390.486617	-776.417681	2.519346	32.751201	0.179165	WORD	POST	sikr^t	^	A
103	14.008966	-72.500956	5.994543	389.230401	-776.331902	2.512090	32.471146	0.178802	WORD	POST	sikr^t	^	A
104	13.907340	-72.518047	5.950518	387.968546	-776.202786	2.504642	32.190587	0.178434	WORD	POST	sikr^t	^	A
105	13.805201	-72.533759	5.906317	386.696832	-776.031602	2.497006	31.909889	0.178061	WORD	POST	sikr^t	^	A
106	13.702654	-72.548002	5.866938	385.412317	-775.819303	2.489189	31.629374	0.177683	WORD	POST	sikr^t	^	A
107	13.611295	-72.561828	5.829199	384.113164	-775.561797	2.481230	31.399370	0.177299	WORD	POST	sikr^t	^	A
108	13.523742	-72.575495	5.791014	382.829886	-775.261804	2.473141	31.187680	0.176914	WORD	POST	sikr^t	^	A
109	13.435152	-72.588741	5.752447	381.566729	-774.924267	2.464917	30.973121	0.176530	WORD	POST	sikr^t	^	A
110	13.345677	-72.601385	5.713545	380.313774	-774.552542	2.456554	30.756200	0.176146	WORD	POST	sikr^t	^	A
111	13.255424	-72.613270	5.674348	379.063700	-774.148892	2.448052	30.537301	0.175759	WORD	POST	sikr^t	^	A
1	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
2	0.000000	-49.500001	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
3	0.000000	-49.494727	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
4	0.000000	-49.471207	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
5	0.000000	-49.415096	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
6	0.000000	-49.315582	0.000000	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
7	0.000000	-49.164341	0.043077	0.000000	-75.239998	0.000000	0.000000	0.000000	NON	POST	stupat	a	A
8	0.099939	-48.979369	0.189763	0.000000	-75.235855	0.000000	0.004103	0.000000	NON	POST	stupat	a	A
9	0.435828	-48.832267	0.364373	0.000000	-75.217941	0.000000	0.017964	0.000000	NON	POST	stupat	a	A
10	0.818750	-48.733144	0.576936	0.000000	-75.184874	0.018483	0.034047	0.000000	NON	POST	stupat	a	A
11	1.294331	-48.700477	0.774007	0.006527	-75.135944	0.064397	0.053859	0.000525	NON	POST	stupat	a	A
12	1.737725	-48.700558	0.944309	0.055123	-75.086179	0.126766	0.072287	0.001770	NON	POST	stupat	a	A
13	2.121907	-48.685937	1.086289	0.195447	-75.065462	0.198417	0.088237	0.003474	NON	POST	stupat	a	A
14	2.442692	-48.592772	1.253144	0.469999	-75.114611	0.281245	0.101547	0.005436	NON	POST	stupat	a	A
15	2.823052	-48.473773	1.525119	0.906733	-75.067050	0.367998	0.365942	0.007713	NON	POST	stupat	a	A
16	3.448819	-48.416427	1.826332	1.517499	-74.591107	0.455583	1.044441	0.010099	NON	POST	stupat	a	A
17	4.143681	-48.428944	2.117334	2.295169	-73.501948	1.196198	2.002583	0.012510	NON	POST	stupat	a	A
18	4.815914	-48.403546	2.388353	4.972022	-72.568285	3.015710	2.930217	0.100123	NON	POST	stupat	a	A
19	5.442679	-48.171271	2.695593	21.314737	-76.698463	4.224624	3.919763	0.323641	NON	POST	stupat	a	A
20	6.154244	-47.825735	3.078070	40.977321	-86.256702	4.697819	5.305808	0.459357	NON	POST	stupat	a	A
21	7.041023	-47.626087	3.467451	52.076150	-97.694555	5.191779	7.408779	0.498883	NON	POST	stupat	a	A
22	7.944396	-47.591376	3.790905	66.415687	-111.787461	5.510772	9.689769	0.541284	NON	POST	stupat	a	A
23	8.695330	-47.686952	4.048055	78.985264	-127.737400	5.770611	11.750277	0.565080	NON	POST	stupat	a	A
24	9.292895	-47.855821	4.213643	92.095228	-145.515926	5.916489	13.512142	0.586265	NON	POST	stupat	a	A
25	9.678452	-48.001263	4.317546	103.855602	-164.571351	5.965904	14.793955	0.597324	NON	POST	stupat	a	A
26	9.921272	-48.033242	4.504035	114.724267	-184.477814	5.922654	15.774634	0.597717	NON	POST	stupat	a	A
27	10.356033	-48.106614	4.764264	125.054496	-204.742798	5.861159	17.254479	0.587819	NON	POST	stupat	a	A
28	10.962189	-48.290098	5.068116	135.982284	-225.239825	5.771735	19.235546	0.580551	NON	POST	stupat	a	A
29	11.669833	-48.631905	5.278085	146.122746	-245.583146	5.669533	21.411785	0.573221	NON	POST	stupat	a	A
30	12.159936	-49.014892	5.398002	155.559835	-265.664071	5.596617	22.934039	0.564811	NON	POST	stupat	a	A
31	12.441359	-49.319201	5.492194	162.943550	-285.069635	5.511755	23.831980	0.558502	NON	POST	stupat	a	A
32	12.663326	-49.467014	5.606197	169.092641	-303.546832	5.426869	24.538492	0.549838	NON	POST	stupat	a	A
33	12.931458	-49.558217	5.839210	175.004724	-321.032093	5.377584	25.389369	0.540788	NON	POST	stupat	a	A
34	13.475883	-49.772742	6.138754	181.536786	-337.537520	5.358704	27.005829	0.535361	NON	POST	stupat	a	A
35	14.174833	-50.192370	6.357892	188.904743	-353.216360	5.307908	29.011119	0.532405	NON	POST	stupat	a	A
36	14.687401	-50.708314	6.462724	196.560652	-368.284283	5.216077	30.547760	0.526140	NON	POST	stupat	a	A
37	14.934927	-51.175502	6.491534	203.914721	-382.875376	5.092539	31.352161	0.515337	NON	POST	stupat	a	A
38	15.006215	-51.465284	6.549510	211.008153	-397.071860	4.954511	31.671176	0.501234	NON	POST	stupat	a	A
39	15.145290	-51.676947	6.745861	217.996630	-410.817178	4.829024	32.329046	0.486040	NON	POST	stupat	a	A
40	15.605506	-51.992740	6.972086	225.352595	-423.986484	4.702776	34.155554	0.472873	NON	POST	stupat	a	A
41	16.135129	-52.437722	7.164606	233.833127	-436.788812	4.572622	36.194687	0.460819	NON	POST	stupat	a	A
42	16.586524	-52.945970	7.273222	242.719941	-449.386551	4.427229	37.847378	0.449443	NON	POST	stupat	a	A
43	16.843199	-53.402350	7.327453	251.262545	-461.870349	4.310205	38.845864	0.436314	NON	POST	stupat	a	A
44	16.973631	-53.682454	7.383390	258.838196	-474.175501	4.205242	39.380630	0.427280	NON	POST	stupat	a	A
45	17.107950	-53.869410	7.509377	265.140141	-486.085849	4.099068	39.930825	0.419184	NON	POST	stupat	a	A
46	17.404710	-54.100512	7.746969	270.779772	-497.423346	4.001713	40.916697	0.410071	NON	POST	stupat	a	A
47	17.960320	-54.531308	7.924968	276.362614	-508.053946	3.923243	42.731912	0.401965	NON	POST	stupat	a	A
48	18.377598	-55.109179	8.006706	281.481764	-518.003508	3.837371	44.137130	0.396134	NON	POST	stupat	a	A
49	18.571473	-55.740319	8.009227	285.721224	-527.283250	3.753912	44.894402	0.389224	NON	POST	stupat	a	A
50	18.581406	-56.337511	8.006744	289.119271	-535.948710	3.671617	45.121143	0.382012	NON	POST	stupat	a	A
51	18.575645	-56.916201	8.033157	291.829504	-544.014222	3.594892	45.079157	0.374316	NON	POST	stupat	a	A
52	18.636924	-57.492321	8.107982	294.177631	-551.530948	3.526363	44.844436	0.367005	NON	POST	stupat	a	A
53	18.810519	-58.098830	8.172307	296.011691	-558.507222	3.710152	44.509164	0.360353	NON	POST	stupat	a	A
54	18.959751	-58.715074	8.218670	297.911738	-565.113685	3.936100	44.095114	0.383678	NON	POST	stupat	a	A
55	19.067315	-59.334079	8.258064	301.010695	-571.799392	4.143655	43.645198	0.410304	NON	POST	stupat	a	A
56	19.158709	-59.951608	8.284218	304.915004	-578.815639	4.303155	43.279885	0.432799	NON	POST	stupat	a	A
57	19.219386	-60.562330	8.308649	308.905851	-586.172580	4.407705	42.968725	0.448071	NON	POST	stupat	a	A
58	19.276066	-61.169654	8.329883	312.593913	-593.757586	4.462694	42.695073	0.455891	NON	POST	stupat	a	A
59	19.325329	-61.775600	8.330387	315.600999	-601.380463	4.483940	42.439758	0.457170	NON	POST	stupat	a	A
60	19.326499	-62.370503	8.313968	318.024463	-608.922056	4.478709	42.119113	0.454267	NON	POST	stupat	a	A
61	19.288406	-62.947674	8.286240	319.893749	-616.281702	4.455269	41.746179	0.448133	NON	POST	stupat	a	A
62	19.224077	-63.503645	8.252294	321.280628	-623.384346	4.415565	41.352064	0.439778	NON	POST	stupat	a	A
63	19.145321	-64.037083	8.214262	322.234710	-630.169028	4.359311	40.967000	0.429566	NON	POST	stupat	a	A
64	19.057086	-64.547502	8.167987	322.878678	-636.599592	4.297652	40.590561	0.417518	NON	POST	stupat	a	A
65	18.949729	-65.033403	8.126290	323.344063	-642.668744	4.231845	40.190531	0.405191	NON	POST	stupat	a	A
66	18.852992	-65.498168	8.076305	323.474269	-648.345092	4.168321	39.816742	0.392952	NON	POST	stupat	a	A
67	18.737027	-65.938784	8.019370	323.392256	-653.629065	4.099889	39.409880	0.381837	NON	POST	stupat	a	A
68	18.604939	-66.354407	7.956547	323.101237	-658.518224	4.023346	38.975419	0.370377	NON	POST	stupat	a	A
69	18.459189	-66.745155	7.895621	322.822751	-663.043547	3.949373	38.517457	0.358258	NON	POST	stupat	a	A
70	18.317839	-67.113876	7.830017	322.607263	-667.231449	3.875055	38.086251	0.346368	NON	POST	stupat	a	A
71	18.165640	-67.460662	7.759744	322.518725	-671.122556	3.797544	37.635125	0.335142	NON	POST	stupat	a	A
72	18.002607	-67.785834	7.685545	322.504620	-674.749287	3.716488	37.162197	0.323905	NON	POST	stupat	a	A
73	17.830463	-68.090128	7.607881	322.646337	-678.152326	3.629226	36.670870	0.312269	NON	POST	stupat	a	A
